lon,lat
138.456,32.2849
138.456,32.4163
138.475,32.4333
138.479,32.976
138.505,33.8895
138.51,40.4877
138.511,40.2419
138.522,33.572
138.585,40.3491
138.626,40.2862
138.629,40.1557
138.642,32.8809
138.655,40.3092
138.658,32.7788
138.666,33.49
138.68,33.7476
138.682,32.9574
138.684,40.0815
138.686,40.3906
138.692,33.8457
138.721,33.3382
138.729,32.8797
138.747,40.356
138.748,33.7456
138.779,40.0391
138.789,40.5388
138.86,32.9558
138.878,40.1715
138.888,40.942
138.891,40.9781
138.908,32.4668
138.932,32.8797
138.958,40.3063
138.962,33.5838
138.994,40.5126
138.997,40.9094
139.011,40.8879
139.019,32.4678
139.032,40.7537
139.087,40.3828
139.089,32.6279
139.107,33.2408
139.152,40.713
139.158,32.7454
139.16,32.7778
139.167,32.1934
139.201,40.6815
139.223,32.7326
139.258,40.136
139.283,33.0913
139.294,33.0626
139.304,40.8827
139.321,33.008
139.35,33.2152
139.411,33.1872
139.455,33.0868
139.466,33.3957
139.516,33.3181
139.532,32.6181
139.536,32.5779
139.551,32.5215
139.609,31.5326
139.642,33.1857
139.653,33.24
139.657,32.3153
139.668,33.2939
139.679,32.2239
139.686,32.4795
139.696,33.3611
139.699,32.0427
139.713,33.3385
139.746,31.5783
139.763,33.3853
139.775,32.369
139.796,33.9456
139.815,33.3473
139.825,33.2953
139.83,32.5402
139.836,34.1511
139.846,33.3714
139.857,33.1718
139.862,33.3632
139.888,33.3163
139.897,33.2539
139.912,33.5336
139.938,33.5668
139.982,33.1256
139.985,33.1759
139.991,32.5408
139.996,33.1708
140.021,33.2155
140.071,33.4019
140.077,33.1724
140.114,32.1513
140.129,32.9792
140.203,31.7723
140.281,34.0299
140.337,33.4237
140.349,32.9788
140.426,34.098
140.461,32.1428
140.466,33.1476
140.474,32.4494
140.546,33.1223
140.56,34.0069
140.634,34.1952
140.671,34.1151
140.714,33.9636
140.855,33.2641
140.871,34.5968
140.872,33.831
140.89,34.0387
140.917,32.4145
140.931,34.3834
140.938,33.9135
141.001,35.1209
141.055,33.3182
141.067,32.6654
141.104,33.2662
141.177,32.2762
141.204,34.2149
141.213,34.3734
141.214,35.0947
141.259,32.8691
141.327,35.2817
141.442,33.131
141.446,33.7371
141.576,34.2098
141.609,33.4548
141.645,33.1023
141.656,33.5485
141.663,33.2746
141.716,34.866
141.741,33.1648
141.757,41.6172
141.846,34.7907
141.866,35.1034
141.872,35.2485
141.876,33.2487
141.916,33.3136
141.97,35.0705
141.992,41.5888
142.014,35.4852
142.033,34.4513
142.086,34.2637
142.202,35.2372
142.243,34.6268
142.255,34.3113
142.339,36.5091
142.347,35.8321
142.351,36.3474
142.437,35.6115
142.468,36.3543
142.598,34.9618
142.631,36.2666
142.681,35.8415
142.708,36.2474
142.749,36.5236
142.785,36.9909
142.812,35.8035
142.906,34.723
142.967,36.0521
143.073,35.3839
143.115,36.6639
143.127,35.7486
143.134,37.1942
143.214,35.6204
143.221,37.2331
143.223,35.3103
143.23,35.7922
143.283,36.8598
143.285,35.0106
143.311,35.066
143.33,34.9731
143.407,35.2532
